c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
310777158;0;2595;2;0;Ширпотреб;"Немного поношенное";49;Обыч.;"XM1014 | Джунгли (Немного поношенное)";D2D2D2;1007
310777161;188530139;8579;2;16;"Армейское качество";"Немного поношенное";17;Обыч.;"SG 553 | Ультрафиолет (Немного поношенное)";D2D2D2;763
310777174;188530139;6100;7;37;"Армейское качество";"Немного поношенное";47;Обыч.;"SCAR-20 | Кровавая паутина (Немного поношенное)";D2D2D2;774
310777179;0;100;240;713;Ширпотреб;"После полевых испытаний";49;Обыч.;"Nova | Песчаные дюны (После полевых испытаний)";D2D2D2;800
310777182;0;100;8;52;Ширпотреб;"Закаленное в боях";19;Обыч.;"P250 | Песчаные дюны (Закаленное в боях)";D2D2D2;1430
310777185;0;900;11;308;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (После полевых ";D2D2D2;333
310777185;302028390;277;10;391;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;1004
310777186;0;198;17;191;"Промышленное качество";"После полевых испытаний";49;Обыч.;"Sawed-Off | Змеиная кожа (После полевых испытаний)";D2D2D2;1005
310777194;0;100;7;12;Ширпотреб;"Закаленное в боях";3;Обыч.;"UMP-45 | Пиксельный камуфляж «Город» (Закаленное в";D2D2D2;760
310777194;302028390;100;110;67;Ширпотреб;"Закаленное в боях";3;Обыч.;"UMP-45 | Пиксельный камуфляж «Город» (Закаленное в боях)";D2D2D2;780
310777197;0;100;11;12;Ширпотреб;"Закаленное в боях";3;Обыч.;"ПП-19 Бизон | Песчаная штриховка (Закаленное в боя";D2D2D2;820
310777197;302028390;100;36;118;Ширпотреб;"Закаленное в боях";3;Обыч.;"ПП-19 Бизон | Песчаная штриховка (Закаленное в боях)";D2D2D2;770
310777215;0;373;26;143;"Промышленное качество";"Прямо с завода";3;Обыч.;"P90 | Ясень (Прямо с завода)";D2D2D2;1000
310777216;0;199;13;246;Ширпотреб;"Прямо с завода";19;Обыч.;"Tec-9 | Армейская сетка (Прямо с завода)";D2D2D2;844
310777223;0;3000;2;27;Ширпотреб;"Прямо с завода";17;Обыч.;"AUG | Гроза (Прямо с завода)";D2D2D2;401
310777228;0;6999;1;88;"Армейское качество";"Прямо с завода";19;Обыч.;"Tec-9 | Окостеневший (Прямо с завода)";D2D2D2;862
310777229;188530139;9890;2;55;"Армейское качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Кровавый тигр (После полевых испытаний)";D2D2D2;819
310777235;0;150;14;62;Ширпотреб;Поношенное;17;Обыч.;"SG 553 | Перфорированные волны (Поношенное)";D2D2D2;560
310777238;0;100;16;31;Ширпотреб;"Закаленное в боях";49;Обыч.;"Nova | Хищник (Закаленное в боях)";D2D2D2;780
310777246;0;155;7;52;Ширпотреб;"После полевых испытаний";17;Обыч.;"SG 553 | Перфорированные волны (После полевых испы";D2D2D2;542
310777246;302028390;100;93;444;Ширпотреб;"После полевых испытаний";17;Обыч.;"SG 553 | Перфорированные волны (После полевых испытаний)";D2D2D2;780
310777259;0;820;6;147;"Промышленное качество";"После полевых испытаний";47;Обыч.;"G3SG1 | Смешанный камуфляж (После полевых испытани";D2D2D2;266
310777259;302028390;1189;11;194;"Промышленное качество";"После полевых испытаний";47;Обыч.;"G3SG1 | Смешанный камуфляж (После полевых испытаний)";D2D2D2;168
310777265;188530139;8400;7;66;Запрещенное;"Немного поношенное";19;Обыч.;"Dual Berettas | Причал (Немного поношенное)";D2D2D2;904
310777267;188530139;10499;7;311;Запрещенное;"Немного поношенное";17;Обыч.;"AK-47 | Синий ламинат (Немного поношенное)";D2D2D2;1088
310777271;0;114;180;882;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Грунтовая вода (После полевых испытаний)";D2D2D2;675
310777274;188530139;30700;3;34;Засекреченное;"Прямо с завода";17;Обыч.;"FAMAS | Остаточное изображение (Прямо с завода)";D2D2D2;1246
310777284;188530139;4300;3;33;"Армейское качество";"После полевых испытаний";17;Обыч.;"FAMAS | Гексан (После полевых испытаний)";D2D2D2;686
310777288;0;800;21;503;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Dual Berettas | Патина (После полевых испытаний)";D2D2D2;263
310777294;188530139;10800;2;81;Запрещенное;"Прямо с завода";17;Обыч.;"FAMAS | Пульс (Прямо с завода)";D2D2D2;984
310777298;0;563;4;7;Ширпотреб;"Закаленное в боях";19;Обыч.;"P250 | Костяная маска (Закаленное в боях)";D2D2D2;982
310777301;0;1799;22;27;"Промышленное качество";"Немного поношенное";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (Немного поноше";D2D2D2;922
310777301;302028390;1367;7;80;"Промышленное качество";"Немного поношенное";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (Немного поношенное)";D2D2D2;1111
310777302;0;275000;3;2;"Армейское качество";"Прямо с завода";17;Обыч.;"AUG | Хот-род (Прямо с завода)";D2D2D2;1187
310777309;0;2630;2;7;Ширпотреб;"Немного поношенное";19;Обыч.;"Five-SeveN | Джунгли (Немного поношенное)";D2D2D2;1086
310777314;0;945;21;771;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Осадок (После полевых испытаний)";D2D2D2;211
310777320;0;14800;3;29;"Армейское качество";"Прямо с завода";19;Обыч.;"P2000 | Серебро (Прямо с завода)";D2D2D2;486
310777321;0;556;55;1457;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний";D2D2D2;770
310777321;302028390;556;38;1288;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;820
310777325;0;100;129;287;Ширпотреб;"После полевых испытаний";49;Обыч.;"XM1014 | Голубая хвоя (После полевых испытаний)";D2D2D2;780
310777338;0;251;11;62;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Tec-9 | Смешанный камуфляж (После полевых испытани";D2D2D2;805
